"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"submitted-batch-05","unisex-heavytee-coreloop","Coreloop Heavy Tee","Unisex","Unisex","Geplant","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Heavy Tee | Classic Tee | Longsleeve","Unisex | Heavy Tee | Choice","Vorne reduziert, hinten klar wahlbar.","Heavy Tee fuer alle, die den cleanen Frontlook wollen und die Richtung erst ueber den Backprint setzen.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-crew-switchline","Switchline Crewneck","Unisex","Unisex","In Vorbereitung","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Crewneck | Heavy Sweat | Light Layer","Unisex | Crewneck | Backprint Wahl","Ein Frontdesign, zwei Ruecken-Charaktere.","Crewneck fuer die modulare Unisex-Linie mit Dr.- oder Mrs.-Backprint als klare Auswahl.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-longsleeve-duallabel","Dual Label Longsleeve","Unisex","Unisex","Geplant","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Longsleeve | Heavy Longsleeve | Layer Tee","Unisex | Longsleeve | Core","Neutral im Fit, klar im Profil.","Langarm-Item mit ruhiger Front und waehlenbarer Rueckenlinie, passend fuer Alltag, Club und Layering.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-hoodie-midnightchoice","Midnight Choice Hoodie","Unisex","Unisex","Geplant","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Unisex Hoodie | Zip Hoodie | Crewneck","Unisex | Hoodie | Flexible Serie","Clean vorne, Entscheidung hinten.","Hoodie fuer eure Community-Linie mit identischem Frontaufbau und freier Rueckenwahl zwischen Dr. Gray und Mrs. Dr. Gray.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-tee-choice-ready","Choice Tee Ready","Unisex","Unisex","Uploadbereit","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Unisex Tee | Premium Tee | Heavy Tee","Unisex | Shirtee Ready | Backprint Wahl","Front clean, Backprint wahlbar.","Core-Unisex-Tee fuer schnellen Upload mit konsistenter Front und klarer Dr./Mrs.-Backprint-Wahl.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-hoodie-choice-ready","Choice Hoodie Ready","Unisex","Unisex","Uploadbereit","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Unisex Hoodie | Zip Hoodie | Sweatshirt","Unisex | Shirtee Ready | Hoodie","Klarer Frontfit, freie Rueckenrichtung.","Unisex-Hoodie fuer modularen Dropaufbau mit identischer Front und klaren Backprint-Optionen.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-longsleeve-choice-ready","Choice Longsleeve Ready","Unisex","Unisex","Uploadbereit","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Longsleeve | Heavy Longsleeve | Layer Tee","Unisex | Shirtee Ready | Longsleeve","Neutral im Schnitt, klar im Zeichen.","Unisex-Longsleeve als schneller Upload-Artikel fuer die naechste Core-Welle.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-tee-core-top","Core Tee Top Upload","Unisex","Unisex","Top Upload","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Unisex Tee | Premium Tee | Heavy Tee","Unisex | Top Upload | Backprint Wahl","Front clean, Choice hinten.","Top-Upload-Item fuer eure modulare Unisex-Linie mit schneller Dr./Mrs.-Rueckenwahl.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-hoodie-core-top","Core Hoodie Top Upload","Unisex","Unisex","Top Upload","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Unisex Hoodie | Zip Hoodie | Sweatshirt","Unisex | Top Upload | Hoodie","Klar vorn, flexibel hinten.","Hoodie-Variante fuer schnelle Umsetzung in der Unisex-Schiene ohne Designbruch.","/shop.html#unisex-drop"
"submitted-batch-05","unisex-longsleeve-core-top","Core Longsleeve Top Upload","Unisex","Unisex","Top Upload","submitted","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/unisex-backprint-options.png","Longsleeve | Heavy Longsleeve | Layer Tee","Unisex | Top Upload | Longsleeve","Neutraler Fit, klare Richtung.","Langarm-Top-Upload fuer Daily-Fits und saubere Drop-Reihenfolge mit Backprint-Wahl.","/shop.html#unisex-drop"
