"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"submitted-batch-08","couple-hoodie-rhythm-upload","Rhythm Hoodie Upload","Couple","Couple","Uploadbereit","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","Couple Hoodie | Unisex Hoodie | Zip Hoodie","Couple | Uploadbereit | Hoodie","Emotional, klar und druckvoll.","Uploadbereiter Couple-Hoodie mit gleicher Logohoehe und klarer Trennung von Front und Rueckenprint.","/shop.html#couple-edition"
"submitted-batch-08","unisex-polo-core-top","Core Polo Top Upload","Unisex","Unisex","Top Upload","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Unisex Polo | Premium Polo | Smart Tee","Unisex | Top Upload | Polo","Neutral vorn, flexibel hinten.","Top-Upload-Unisex-Polo fuer cleanere Everyday-Fits mit optionalem Backprint je nach Linie.","/shop.html#unisex-drop"
"submitted-batch-08","unisex-longsleeve-clean-upload","Clean Longsleeve Upload","Unisex","Unisex","Uploadbereit","submitted","store-assets/variants/mrs-front-signature.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-signature.png","Longsleeve | Heavy Longsleeve | Layer Tee","Unisex | Uploadbereit | Backprint","Vorne reduziert, hinten nach Wahl.","Langarm-Unisex fuer modulare Drops mit ruhiger Frontflaeche und klarer Backprint-Option.","/shop.html#unisex-drop"
"submitted-batch-08","accessory-gymbag-core-top","Core Gymbag Top Upload","Accessories","Accessoires","Top Upload","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Gymbag | Drawstring Bag | Daily Bag","Accessoire | Top Upload | Bag","Leicht, robust, alltagstauglich.","Gymbag-Variante fuer schnellere Accessoire-Drops mit sauberem Frontlogo und hoher Nutzbarkeit.","/shop.html#accessoires"
"submitted-batch-08","accessory-cushion-couple-upload","Couple Cushion Upload","Accessories","Accessoires","Uploadbereit","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","Cushion | Pillow Cover | Gift Bundle","Accessoire | Uploadbereit | Home","Home-Merch mit Duo-DNA.","Kissen-Variante als softeres Community-Piece mit klarem Couple-Motiv und sauberer Druckflaeche.","/shop.html#accessoires"
"submitted-batch-08","accessory-notebook-nightline","Nightline Notebook","Accessories","Accessoires","Geplant","submitted","store-assets/variants/mrs-front-signature.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-signature.png","Notebook | Hardcover Journal | Bundle","Accessoire | Geplant | Notebook","Kompakt, dark und markant.","Notebook fuer Eventplanung, Studio-Notizen und Community-Bundles mit klarer Markenfuehrung.","/shop.html#accessoires"
"submitted-batch-08","special-vip-pass-card","VIP Pass Card Set","Special Merch","Special","Special Drop","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","VIP Card | Collector Set | Event Bundle","Special | Event | Limited","Limitierte Event-Identitaet.","Collector-Set fuer Meetups, Guestlists und Eventaktionen ausserhalb normaler POD-Routine.","/kontakt.html"
"submitted-batch-08","special-metal-pin-duo","Duo Metal Pin Limited","Special Merch","Special","Konzept","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Metal Pin | Collector Pack | Limited Drop","Special | Collector | Limited","Kleines Piece mit Sammlerwert.","Metall-Pin fuer limitierte Community-Bundles und Offline-Drops mit hoher Wiedererkennung.","/kontakt.html"
"submitted-batch-08","special-lighter-afterhour","Afterhour Feuerzeug","Special Merch","Special","Special Drop","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Feuerzeug | Event Bundle | Giveaway","Special | Offline | Limited","Klein, frech und stark fuer Event-Bundles.","Nicht als bestaetigter Shirtee-POD-Artikel geplant, sondern als Sondermerch fuer Events, Giveaways oder externe Produktion.","/kontakt.html"
"submitted-batch-08","special-sunglasses-night","Nightdrive Sunglasses","Special Merch","Special","Konzept","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Sonnenbrille | Hardcase | Limited Drop","Special | Festival | Limited","Logo dezent, Haltung maximal.","Auch das ist als Limited oder externe Produktion gedacht. Auf der Website zeigen wir es bewusst als Special Merch und nicht als bestaetigten Shirtee-Standardartikel.","/kontakt.html"
