"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"submitted-batch-07","dr-shirt-controlgrid-upload","Control Grid Tee Upload","Dr. Gray","Herren","Uploadbereit","submitted","store-assets/variants/dr-front-treibend-roh-ehrlich.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-treibend-roh-ehrlich.png","Unisex Tee | Heavy Tee | Premium Tee","Herren | Uploadbereit | Control","Technische Kante fuer den naechsten Batch.","Schnell einsetzbares Tee-Setup fuer Dr.-Gray-Drops mit sauberer Front und ruhiger Rueckenoption.","/shop.html#herren-kollektion"
"submitted-batch-07","mrs-dress-nightline-top","Nightline Dress Top Upload","Mrs. Dr. Gray","Damen","Top Upload","submitted","store-assets/variants/mrs-dress-front-liebe-lauter.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-dress-front-liebe-lauter.png","Dress | Bodycon Dress | Club Dress","Damen | Top Upload | Dress","Selbstbewusst, clubnah und klar gefuehrt.","Dress-Linie mit Mrs.-Fokus, cleaner Front und seriös-frecher Wirkung fuer Event- und Night-Fits.","/shop.html#damen-kollektion"
"submitted-batch-07","mrs-crop-heartline-top","Heartline Crop Top Upload","Mrs. Dr. Gray","Damen","Top Upload","submitted","store-assets/variants/mrs-front-liebe-lauter.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-liebe-lauter.png","Crop Top | Fitted Tee | Light Hoodie","Damen | Top Upload | Crop","Frech, feminin und ohne Kitsch.","Crop-Setup fuer schnelle Drop-Wellen mit klarer Mrs.-Praesenz und sauberer Typo-Hierarchie.","/shop.html#damen-kollektion"
"submitted-batch-07","mrs-hoodie-signal-ready","Signal Hoodie Upload","Mrs. Dr. Gray","Damen","Uploadbereit","submitted","store-assets/variants/mrs-front-signature.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-signature.png","Unisex Hoodie | Women Hoodie | Zip Hoodie","Damen | Uploadbereit | Hoodie","Mrs.-Lead mit dunklem Premium-Fit.","Uploadbereiter Hoodie mit starker Frontwirkung und ruhiger Backprint-Option fuer naechste Drops.","/shop.html#damen-kollektion"
"submitted-batch-07","couple-hoodie-symmetry-top","Symmetry Hoodie Top Upload","Couple","Couple","Top Upload","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Couple Hoodie | Unisex Hoodie | Zip Hoodie","Couple | Top Upload | Symmetry","Beide Logos, eine Achse.","Couple-Hoodie mit gleicher Logo-Hoehe und klarer Front-/Rueckenlogik fuer den naechsten Live-Drop.","/shop.html#couple-edition"
"submitted-batch-07","couple-tee-rhythm-ready","One Rhythm Tee Upload","Couple","Couple","Uploadbereit","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","Couple Tee | 2er Set | Premium Tee","Couple | Uploadbereit | Tee","Emotional, aber klar in der Szene.","Couple-Tee fuer schnellere Uploads mit sauberer Typo und nachvollziehbarer Druckflaechenlogik.","/shop.html#couple-edition"
"submitted-batch-07","couple-longsleeve-vow","Beat Vow Longsleeve","Couple","Couple","Geplant","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Longsleeve | Heavy Longsleeve | Couple Set","Couple | Geplant | Longsleeve","Naehe im Motiv, Kontrolle im Layout.","Langarm-Variante fuer kuehlere Naechte mit gemeinsamem Couple-Code und sauberer Symmetrie.","/shop.html#couple-edition"
"submitted-batch-07","unisex-tee-cleanfront-top","Clean Front Tee Top Upload","Unisex","Unisex","Top Upload","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Unisex Tee | Premium Tee | Heavy Tee","Unisex | Top Upload | Front Clean","Vorne ruhig, hinten waehlbar.","Top-Upload-Unisex-Tee mit cleaner Front und optionalem Dr.- oder Mrs.-Backprint fuer modulare Releases.","/shop.html#unisex-drop"
"submitted-batch-07","unisex-hoodie-backprint-ready","Backprint Choice Hoodie","Unisex","Unisex","Uploadbereit","submitted","store-assets/variants/mrs-front-signature.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-signature.png","Unisex Hoodie | Zip Hoodie | Sweatshirt","Unisex | Uploadbereit | Backprint","Ein Frontlook, zwei Rueckenwege.","Uploadbereiter Unisex-Hoodie mit klarer Front und optionalem Backprint je nach Linie.","/shop.html#unisex-drop"
"submitted-batch-07","unisex-sweat-core-upload","Core Sweat Upload","Unisex","Unisex","Uploadbereit","submitted","store-assets/variants/dr-front-kein-mainstream.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-kein-mainstream.png","Sweatshirt | Crewneck | Heavy Sweat","Unisex | Uploadbereit | Core","Everyday Piece mit sauberer Linie.","Unisex-Sweatshirt fuer breite Groessenspannen und klare Front-/Rueckenlogik ohne visuelle Brueche.","/shop.html#unisex-drop"
