"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"submitted-batch-01","dr-tee-peak-pressure","Peak Pressure Tee","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-front-treibend-roh-ehrlich.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-treibend-roh-ehrlich.png","Classic Tee | Heavy Tee | Longsleeve","Herren | Peak Time | Druck","Fuer den Slot, in dem nichts weich ist.","Classic und Heavy Tee in einer harten, geraden Typo-Achse. Ideal fuer Club, Warm-up und dunklere Street-Fits.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-utility-jacket","Utility Night Jacket","Dr. Gray","Herren","Konzept","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Light Jacket | Utility Overshirt | Coach Jacket","Herren | Jacket | Dark Utility","Cleanes Frontlogo, harter Night-Service-Look.","Gedacht fuer leichtere Uebergangsjacken und Overshirts in dunkler Farbwelt mit einem ruhigen, praezisen Dr.-Gray-Auftritt.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-heavy-tee-industrial","Industrial Heavy Tee","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-front-kein-mainstream.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-kein-mainstream.png","Heavy Tee | Longsleeve | Layer Tee","Herren | Heavy Tee | Technoid","Gerade Linie, harter Druck, kein Umweg.","Heavy Tee fuer die kompromisslose Dr.-Gray-Achse mit klarer Fronttypo und optionaler Rueckenpraesenz.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-polo-control-axis","Control Axis Polo","Dr. Gray","Herren","In Vorbereitung","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Polo | Longsleeve Polo | Smart Layer","Herren | Polo | Control","Sauberer Schnitt, klare Dominanz.","Polo-Linie fuer dunklere Event-Looks mit kleinem Frontlogo und kontrolliertem Rueckenclaim.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-longsleeve-underground","Underground Signal Longsleeve","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-front-treibend-roh-ehrlich.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-treibend-roh-ehrlich.png","Longsleeve | Heavy Longsleeve | Crewneck","Herren | Longsleeve | Underground","Weniger Farbe, mehr Aussage.","Laengerer Fit fuer kalte Clubnaechte und harte Street-Looks mit klarer Frontmitte und ruhigem Nackenprint.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-zip-subpressure","Subpressure Zip","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Zip Hoodie | Heavy Zip | Street Jacket","Herren | Zip | Backprint","Front kompakt, Ruecken mit Wucht.","Zipper fuer dunkle Clubfits, Reise und Alltag. Der Druck bleibt klar, lesbar und ohne Designkonflikte.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-tee-mainfloor-ready","Mainfloor Ready Tee","Dr. Gray","Herren","Uploadbereit","submitted","store-assets/variants/dr-front-kein-mainstream.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-kein-mainstream.png","Unisex Tee | Premium Tee | Heavy Tee","Herren | Shirtee Ready | Frontprint","Direkt, dunkel und druckstark.","Klassisches Tee-Setup fuer schnelle Shirtee-Uploads mit klarer Frontlinie und optionalem Backprint.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-hoodie-pressure-ready","Pressure Ready Hoodie","Dr. Gray","Herren","Uploadbereit","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Unisex Hoodie | Zip Hoodie | Sweatshirt","Herren | Shirtee Ready | Hoodie","Kontrolle vorne, Kante im Ruecken.","Hoodie-Linie mit sauberer Typo und klarer Logik fuer Dr.-Gray-Pieces, optimiert fuer schnellen Drop.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-longsleeve-raw-ready","Raw Signal Longsleeve","Dr. Gray","Herren","Uploadbereit","submitted","store-assets/variants/dr-front-treibend-roh-ehrlich.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-treibend-roh-ehrlich.png","Longsleeve | Heavy Longsleeve | Layer Tee","Herren | Shirtee Ready | Longsleeve","Roh im Ton, sauber im Build.","Longsleeve fuer naechste Upload-Welle, mit klarer Lesbarkeit und ohne ueberladene Motive.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-polo-dark-ready","Darkline Polo Ready","Dr. Gray","Herren","Uploadbereit","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Polo | Premium Polo | Light Jacket","Herren | Shirtee Ready | Polo","Weniger Deko, mehr Haltung.","Polo-Variante fuer den smarten Dark-Fit mit kleinem Frontlogo und ruhiger Backoption.","/shop.html#herren-kollektion"
