"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"pending-batch-04","accessory-phonecase-duo","Duo Phone Case","Accessories","Accessoires","Konzept","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Handyhuelle | Sticker Pack | Mini Gift","Accessoire | Phone Case | Gift","Kleine Flaeche, klare Marke.","Handyhuelle mit kompakter Typo oder Einzel-Logo fuer alltagstauglichen Wiedererkennungseffekt.","/shop.html#accessoires"
"pending-batch-04","accessory-poster-set","Poster & Print Set","Accessories","Accessoires","Konzept","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Poster | Art Print | Canvas","Accessoire | Poster | Visual","Fuer Wände, Booths und kleine Studio-Ecken.","Poster, Art Print und kleinere Visual-Drops fuer Fans, die die Aesthetik nicht nur tragen, sondern auch haengen wollen.","/shop.html#accessoires"
"pending-batch-04","accessory-rainline-poster","Rainline Poster Drop","Accessories","Accessoires","In Vorbereitung","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Poster | Artcard | Signed Print","Accessoire | Poster | Limited","Bildsprache fuer Wände und Booth-Ecken.","Das Rain-Neon-Motiv funktioniert stark als Poster, Artcard oder signierter Print fuer Community-Bundles und Limited-Merch-Pakete.","/shop.html#accessoires"
"pending-batch-04","accessory-gymbag-pressure","Pressure Gym Bag","Accessories","Accessoires","Geplant","pending","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/dr-back-logo.png","Gym Bag | Drawstring Bag | Mini Weekender","Accessoire | Bag | Utility","Sportform, Clubattitude.","Kompakter Gym-Bag-Look fuer Alltag und Eventtage mit reduziertem Frontlogo und robuster, klarer Typo.","/shop.html#accessoires"
"pending-batch-04","accessory-lanyard-nightpass","Nightpass Lanyard","Accessories","Accessoires","Konzept","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Lanyard | Key Strap | Pass Holder","Accessoire | Lanyard | Event","Kleines Accessoire mit starker Wiedererkennung.","Lanyard- und Keystrap-Linie fuer Crew, Community und Eventeinsatz. Reduziert, robust und klar im Branding.","/shop.html#accessoires"
"pending-batch-04","accessory-sticker-nightcode","Nightcode Sticker Pack","Accessories","Accessoires","Geplant","pending","store-assets/variants/mrs-front-signature.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/mrs-front-signature.png","Sticker Pack | Mini Print Set | Promo Bundle","Accessoire | Sticker | Bundle","Mehr Szene auf kleinem Format.","Sticker-Set mit Dr.-, Mrs.- und Couple-Motiven fuer Cases, Booths, Notebooks und Promo-Pakete.","/shop.html#accessoires"
"pending-batch-04","accessory-pinset-couple","Couple Pin Set","Accessories","Accessoires","Konzept","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Pin Set | Badge Set | Collector Pack","Accessoire | Pin | Couple","Symmetrie als kleines Detail.","Pin-Set fuer Jacke, Tasche und Festival-Fits mit sauber gepaarten Logos und konsistenten Hoehen.","/shop.html#accessoires"
"pending-batch-04","accessory-tote-nightline","Nightline Tote","Accessories","Accessoires","Geplant","pending","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/dr-back-logo.png","Tote Bag | Canvas Tote | Daily Bag","Accessoire | Tote | Daily","Tagesfit mit Clubcode.","Tote mit klarer Fronttypo fuer Alltag und Eventtage. Reduziert, robust und sofort wiedererkennbar.","/shop.html#accessoires"
"pending-batch-04","accessory-cap-duallogo","Dual Logo Snap Cap","Accessories","Accessoires","In Vorbereitung","pending","store-assets/variants/accessory-dr-retro-cap.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/accessory-dr-retro-cap.png","Snapback | Dad Cap | Retro Cap","Accessoire | Cap | Dual","Kleines Format, klare Haltung.","Snap- und Dad-Cap mit sauberem Frontzeichen fuer Herren-, Damen- und Couple-Fits ohne Stilbruch.","/shop.html#accessoires"
"pending-batch-04","accessory-mug-couplepulse","Couple Pulse Mug Set","Accessories","Accessoires","Geplant","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Mug | Duo Mug Set | Gift Bundle","Accessoire | Mug | Couple","Alltagstauglich mit Duo-Charakter.","Tassen-Set fuer Community-Bundles und Geschenkdrops mit klarer Typo und ruhiger Motivflaeche.","/shop.html#accessoires"
