"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"pending-batch-03","unisex-shirt-dual","Techno mit Herz. Unisex Tee","Unisex","Unisex","Prioritaet","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Unisex Tee | Unisex Hoodie | Longsleeve","Unisex | Backprint Wahl | Core","Vorne sauber, hinten mit waehlbarem Backlogo.","Unisex bleibt unsere flexibelste Linie: Frontclaim oder Duo-Logo vorne, hinten je nach Fit Dr. Gray oder Mrs. Dr. Gray.","/shop.html#unisex-drop"
"pending-batch-03","unisex-hoodie-switch","Front Dual Logo, Ruecken frei waehlbar","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Hoodie | Heavy Tee | Zip Hoodie","Unisex | Wahlmotiv | Flexible Serie","Ein Artikel, zwei Backprint-Wege.","Sauber fuer Hoodie und Heavy Tee. Vorne bleibt der Druck kompakt, hinten entscheidet das gewaehlte Logo den Charakter.","/shop.html#unisex-drop"
"pending-batch-03","unisex-shirt-core","Core Shirt mit Backprint-Wahl","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Heavy Tee | Classic Tee | Longsleeve","Unisex | Core | Choice","Unsere flexible Einstiegslinie fuer beide Richtungen.","Ein cleanes Unisex-Shirt fuer alle, die vorne reduziert bleiben und hinten klar markieren wollen, ob sie eher Dr. Gray oder Mrs. Dr. Gray tragen.","/shop.html#unisex-drop"
"pending-batch-03","unisex-sweat-core","Techno mit Herz Sweatshirt","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Sweatshirt | Heavy Sweat | Crewneck","Unisex | Sweatshirt | Core","Sauber fuer beide Richtungen, vorne ruhig, hinten klar.","Die neutralere Basis fuer alle, die das Duo tragen wollen, aber ohne harte Trennung in Herren und Damen.","/shop.html#unisex-drop"
"pending-batch-03","unisex-polo-duo","Duo Polo","Unisex","Unisex","Konzept","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Polo | Light Longsleeve | Layer Piece","Unisex | Polo | Dark Smart","Sauberer als Tee, aber immer noch Szene.","Ein ruhigeres Unisex-Polo mit kompaktem Frontmotiv und optionalem Rueckenzeichen fuer einen smarten Dark-Fit.","/shop.html#unisex-drop"
"pending-batch-03","unisex-daylight-hoodie","Daylight Unisex Hoodie","Unisex","Unisex","In Vorbereitung","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Unisex Hoodie | Unisex Tee | Crewneck","Unisex | Backprint Wahl | Lifestyle","Vorne ruhig, hinten klar waehlen.","Die alltagstaugliche Duo-Variante fuer Unisex: cleanes Frontbild mit optionalem Dr.- oder Mrs.-Backprint fuer klare Identitaet.","/shop.html#unisex-drop"
"pending-batch-03","unisex-backline-core","Backline Core Longsleeve","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Longsleeve | Heavy Tee | Light Crew","Unisex | Backprint Wahl | Clean","Vorne clean, hinten Haltung.","Unisex-Longsleeve mit minimalem Frontzeichen und waehlbarem Dr.- oder Mrs.-Backprint. Der sauberste Weg fuer klare Identitaet ohne Ueberladung.","/shop.html#unisex-drop"
"pending-batch-03","unisex-oversize-nightcode","Nightcode Oversize Tee","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Oversize Tee | Heavy Tee | Light Hoodie","Unisex | Oversize | Backprint Wahl","Clean vorne, Charakter hinten.","Oversize-Unisex mit klarer Front und waehlenbarem Dr.- oder Mrs.-Backprint. Bleibt neutral im Schnitt und deutlich in der Aussage.","/shop.html#unisex-drop"
"pending-batch-03","unisex-zip-pairmode","Pair Mode Zip","Unisex","Unisex","In Vorbereitung","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Zip Hoodie | Heavy Zip | Street Layer","Unisex | Zip | Flexible Serie","Ein Frontbild, zwei Rueckenrichtungen.","Zip-Variante fuer Alltag und Reise mit identischer Frontlogik und frei waehlbarem Backprint je nach Dr.- oder Mrs.-Fokus.","/shop.html#unisex-drop"
"pending-batch-03","unisex-tee-sharedpulse","Shared Pulse Tee","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Classic Tee | Longsleeve | Crewneck","Unisex | Core | Community","Minimal vorne, maximal klar hinten.","Ein universelles Core-Shirt fuer die Community mit reduzierter Front und einer Backprint-Auswahl, die eure Richtung sauber markiert.","/shop.html#unisex-drop"
